Student_ID,GPA,IELTS,Research_Exp,Subject_Pref,ECA_Type,ECA_Level,Family_Income_USD,Budget_USD,Preferred_Country,Match_Success,arts,business,computer_science,engineering,medicine
S308,2.98,7.5,1,medicine,Professional,0,57870,38963,Australia,0,0,0,0,0,1
S309,3.69,6.5,1,engineering,Leadership,3,69110,56330,Germany,1,0,0,0,1,0
S310,2.91,6.5,0,computer science,Leadership,2,121895,53707,Germany,0,0,0,1,0,0
S311,3.16,5.5,1,engineering,Sports,3,9426,20689,Canada,0,0,0,0,1,0
S312,2.62,8.0,0,business,Professional,4,32606,31084,Canada,0,0,1,0,0,0
S313,2.54,6.0,1,medicine,Sports,4,33151,42387,Australia,0,0,0,0,0,1
S314,3.94,6.0,0,engineering,STEM,4,16308,11280,Germany,1,0,0,0,1,0
S315,3.75,7.5,0,computer science,Professional,3,95306,4642,United States,0,0,0,1,0,0
S316,3.54,6.0,0,engineering,STEM,4,111984,44137,United Kingdom,1,0,0,0,1,0
S317,3.11,7.0,1,arts,Sports,0,7204,16296,Germany,0,1,0,0,0,0
S318,2.76,6.0,1,computer science,Professional,4,97769,57561,Germany,0,0,0,1,0,0
S319,2.73,7.5,0,business,Sports,1,92265,17438,Canada,0,0,1,0,0,0
S320,2.88,6.0,1,medicine,Professional,3,36131,50442,United Kingdom,0,0,0,0,0,1
S321,3.32,7.0,0,engineering,Sports,1,57428,39525,Australia,1,0,0,0,1,0
S322,3.57,5.5,0,computer science,Leadership,4,38870,4994,Germany,0,0,0,1,0,0
S323,3.49,7.5,0,arts,Sports,0,108547,59903,Australia,1,1,0,0,0,0
S324,2.92,5.5,0,computer science,Leadership,2,54067,49994,Germany,0,0,0,1,0,0
S325,3.93,5.5,0,arts,Sports,5,117217,36039,Australia,0,1,0,0,0,0
S326,3.61,5.5,1,business,Professional,5,103934,3813,United Kingdom,0,0,1,0,0,0
S327,3.33,6.5,0,medicine,Professional,4,147980,29491,Canada,0,0,0,0,0,1
S328,3.42,8.0,0,business,Professional,0,79707,59953,United Kingdom,1,0,1,0,0,0
S329,3.13,6.5,0,engineering,Arts,3,66215,20845,United States,0,0,0,0,1,0
S330,2.87,8.0,1,computer science,STEM,1,54429,55272,Canada,0,0,0,1,0,0
S331,3.03,5.5,1,arts,Professional,1,87152,57276,United Kingdom,0,1,0,0,0,0
S332,3.64,7.5,0,arts,Leadership,1,113048,43243,United States,1,1,0,0,0,0
S333,2.52,8.0,1,computer science,Professional,3,143731,39164,Germany,0,0,0,1,0,0
S334,2.67,7.0,0,computer science,Arts,5,82240,44051,Germany,0,0,0,1,0,0
S335,2.57,7.0,1,engineering,Leadership,0,118688,15318,Australia,0,0,0,0,1,0
S336,2.56,6.0,0,business,Arts,3,51473,19200,Canada,0,0,1,0,0,0
S337,3.78,8.0,1,arts,Leadership,1,101762,58456,Germany,1,1,0,0,0,0
S338,3.56,7.5,0,engineering,Sports,4,111956,58483,Canada,1,0,0,0,1,0
S339,3.21,6.5,0,business,STEM,2,123452,2082,Germany,0,0,1,0,0,0
S340,2.65,5.5,1,engineering,STEM,3,131311,3920,Australia,0,0,0,0,1,0
S341,3.24,6.0,0,arts,Arts,3,12006,42585,United Kingdom,1,1,0,0,0,0
S342,3.21,7.0,0,computer science,STEM,0,79218,13683,Australia,0,0,0,1,0,0
S343,2.76,6.5,0,computer science,Arts,0,37430,13336,United States,0,0,0,1,0,0
S344,3.15,6.5,0,business,Arts,3,28091,17596,Germany,0,0,1,0,0,0
S345,3.1,5.5,0,medicine,Arts,1,28989,4093,United States,0,0,0,0,0,1
S346,3.42,8.0,0,business,STEM,2,80451,14905,United States,0,0,1,0,0,0
S347,3.45,7.0,0,medicine,Arts,0,23990,58223,Canada,1,0,0,0,0,1
S348,2.57,7.5,0,engineering,STEM,1,95270,26351,Germany,0,0,0,0,1,0
S349,3.06,6.5,1,engineering,Arts,4,85360,32981,United States,1,0,0,0,1,0
S350,3.44,5.5,0,arts,Professional,0,41081,10367,United Kingdom,0,1,0,0,0,0
S351,3.25,7.5,0,medicine,Arts,1,147105,7285,United States,0,0,0,0,0,1
S352,3.78,8.0,0,arts,Leadership,1,113272,45664,United Kingdom,1,1,0,0,0,0
S353,3.49,7.0,0,computer science,Arts,2,21241,39705,Canada,1,0,0,1,0,0
S354,2.74,8.0,1,medicine,Sports,2,129932,18753,United States,0,0,0,0,0,1
S355,2.61,6.5,0,business,Arts,4,10939,52970,Australia,0,0,1,0,0,0
S356,3.46,7.5,0,computer science,Leadership,1,118000,20485,Canada,0,0,0,1,0,0
S357,2.54,7.5,1,computer science,Leadership,5,40063,14977,United Kingdom,0,0,0,1,0,0
S358,3.38,7.5,1,business,STEM,1,52118,21874,Canada,0,0,1,0,0,0
S359,3.91,6.5,0,computer science,Professional,2,89703,52931,United States,1,0,0,1,0,0
S360,3.36,6.5,1,medicine,Arts,5,133557,9674,Germany,1,0,0,0,0,1
S361,3.08,8.0,1,arts,STEM,0,32076,52516,Germany,1,1,0,0,0,0
S362,3.46,6.0,0,computer science,Professional,0,49605,58446,United Kingdom,1,0,0,1,0,0
S363,3.19,8.0,1,medicine,Arts,3,89565,31038,United Kingdom,1,0,0,0,0,1
S364,3.32,7.0,1,engineering,Sports,2,44121,31315,Germany,1,0,0,0,1,0
S365,3.91,5.5,0,medicine,Arts,3,36433,5676,United Kingdom,0,0,0,0,0,1
S366,3.08,7.5,0,arts,Leadership,5,48309,4426,Canada,0,1,0,0,0,0
S367,3.94,6.0,0,medicine,Leadership,2,72468,59416,Australia,1,0,0,0,0,1
S368,3.86,5.5,1,business,Sports,4,72293,26473,Australia,0,0,1,0,0,0
S369,2.79,6.0,1,arts,STEM,1,101258,4962,Canada,0,1,0,0,0,0
S370,2.6,8.0,0,engineering,Professional,4,43405,31943,Australia,0,0,0,0,1,0
S371,2.65,6.5,0,business,Arts,5,48527,2859,United States,0,0,1,0,0,0
S372,2.53,7.5,0,medicine,Leadership,2,82227,46816,Canada,0,0,0,0,0,1
S373,2.64,8.0,0,arts,STEM,5,136564,6138,United Kingdom,0,1,0,0,0,0
S374,3.52,5.5,0,engineering,Sports,1,144883,37192,Canada,0,0,0,0,1,0
S375,2.61,5.5,0,business,Leadership,0,98344,27640,Germany,0,0,1,0,0,0
S376,2.98,5.5,1,engineering,Sports,0,52153,12409,United Kingdom,0,0,0,0,1,0
S377,3.77,5.5,0,medicine,Arts,5,113042,6017,Germany,0,0,0,0,0,1
S378,2.53,5.5,1,engineering,Professional,3,59110,12451,United Kingdom,0,0,0,0,1,0
S379,3.72,6.0,0,computer science,Leadership,2,33328,30327,Australia,1,0,0,1,0,0
S380,2.92,8.0,0,business,Leadership,2,117911,12278,Canada,0,0,1,0,0,0
S381,2.68,7.5,0,engineering,Arts,0,17867,26944,United States,0,0,0,0,1,0
S382,3.55,6.5,0,medicine,STEM,4,64234,45764,United Kingdom,1,0,0,0,0,1
S383,3.44,6.5,1,medicine,Professional,1,30851,59494,United Kingdom,1,0,0,0,0,1
S384,3.82,8.0,0,engineering,Leadership,4,36279,3134,Germany,1,0,0,0,1,0
S385,3.6,8.0,1,medicine,Professional,4,78402,32131,Australia,1,0,0,0,0,1
S386,3.71,6.5,0,arts,Leadership,5,20449,56318,Germany,1,1,0,0,0,0
S387,2.92,6.5,1,arts,Professional,0,81221,39887,Germany,0,1,0,0,0,0
S388,2.77,6.0,0,arts,Sports,0,94080,40462,Australia,0,1,0,0,0,0
S389,3.63,7.0,1,computer science,Leadership,0,10451,24520,United States,1,0,0,1,0,0
S390,3.71,7.5,1,engineering,Professional,5,92178,23869,Germany,1,0,0,0,1,0
S391,3.99,5.5,0,computer science,STEM,3,68761,38932,Germany,0,0,0,1,0,0
S392,3.12,7.0,0,medicine,Sports,4,43870,53498,United Kingdom,1,0,0,0,0,1
S393,3.06,8.0,1,computer science,Sports,5,101566,7039,Australia,0,0,0,1,0,0
S394,3.66,6.5,1,medicine,STEM,2,128749,23281,Canada,1,0,0,0,0,1
S395,3.01,7.0,0,medicine,Professional,1,128765,49399,United States,1,0,0,0,0,1
S396,3.9,7.5,1,business,Arts,3,129881,12442,United States,1,0,1,0,0,0
S397,3.79,8.0,1,arts,STEM,2,133389,10252,Australia,1,1,0,0,0,0
S398,3.14,5.5,1,medicine,Professional,4,30372,56193,United Kingdom,0,0,0,0,0,1
S399,3.63,5.5,1,business,STEM,0,8642,29586,United Kingdom,0,0,1,0,0,0
S400,3.63,7.5,1,arts,STEM,4,39064,55053,Australia,1,1,0,0,0,0
S401,2.65,7.5,0,medicine,Leadership,5,19122,52489,United Kingdom,0,0,0,0,0,1
S402,3.85,6.5,0,medicine,Professional,1,73431,19568,United States,1,0,0,0,0,1
S403,3.26,5.5,0,computer science,Arts,5,60745,22810,United States,0,0,0,1,0,0
S404,3.74,8.0,1,computer science,Leadership,3,55081,3551,Canada,1,0,0,1,0,0
S405,2.98,7.0,1,arts,STEM,3,144783,14625,Australia,0,1,0,0,0,0
S406,3.84,8.0,0,medicine,STEM,1,144271,36397,Germany,1,0,0,0,0,1
S407,3.08,6.0,1,engineering,STEM,2,81253,52678,Germany,1,0,0,0,1,0
S408,2.52,6.0,1,computer science,Professional,2,41191,28249,Canada,0,0,0,1,0,0
S409,3.86,7.5,0,arts,Professional,3,15211,3361,Canada,1,1,0,0,0,0
S410,2.64,6.5,0,medicine,Leadership,3,116086,28149,United Kingdom,0,0,0,0,0,1
S411,2.98,6.0,0,medicine,Arts,0,106971,6370,Canada,0,0,0,0,0,1
S412,3.93,5.5,0,engineering,Leadership,2,98783,7283,Canada,0,0,0,0,1,0
S413,3.93,8.0,0,arts,Sports,1,130681,9610,Germany,1,1,0,0,0,0
S414,3.36,8.0,0,medicine,STEM,2,92893,45326,United Kingdom,1,0,0,0,0,1
S415,3.45,7.5,0,computer science,STEM,0,82960,16924,Canada,0,0,0,1,0,0
S416,3.17,7.0,0,engineering,STEM,5,89388,49607,Canada,1,0,0,0,1,0
S417,2.94,7.5,0,arts,Leadership,3,27601,46717,United Kingdom,0,1,0,0,0,0
S418,2.99,7.0,0,engineering,Leadership,3,144227,12626,Australia,0,0,0,0,1,0
S419,3.51,7.5,1,computer science,STEM,0,24710,36761,United Kingdom,1,0,0,1,0,0
S420,3.63,7.5,0,arts,Leadership,1,113714,2869,Germany,0,1,0,0,0,0
S421,3.69,7.5,1,engineering,Professional,3,133727,33552,Australia,1,0,0,0,1,0
S422,3.68,7.0,1,business,Professional,4,68227,3014,United States,1,0,1,0,0,0
S423,2.64,7.0,0,computer science,Leadership,3,141039,12103,United Kingdom,0,0,0,1,0,0
S424,3.24,7.5,0,computer science,STEM,4,89289,18986,Germany,0,0,0,1,0,0
S425,2.59,6.0,0,computer science,Leadership,0,10722,46781,Australia,0,0,0,1,0,0
S426,3.32,6.5,0,business,Leadership,0,86050,32471,United Kingdom,1,0,1,0,0,0
S427,3.16,6.5,0,business,Leadership,3,88596,35458,Canada,1,0,1,0,0,0
S428,3.83,6.5,0,medicine,Sports,2,71732,27069,United Kingdom,1,0,0,0,0,1
S429,3.03,7.0,0,engineering,Professional,4,148369,18873,United States,0,0,0,0,1,0
S430,2.68,7.0,0,medicine,Arts,1,73323,25248,United Kingdom,0,0,0,0,0,1
S431,2.71,6.0,0,engineering,Arts,3,28816,25624,Australia,0,0,0,0,1,0
S432,3.64,6.5,0,business,Sports,1,45695,45516,Australia,1,0,1,0,0,0
S433,3.43,6.5,0,business,Leadership,3,60841,31061,United Kingdom,1,0,1,0,0,0
S434,2.65,7.5,0,medicine,Sports,2,133498,26170,Australia,0,0,0,0,0,1
S435,2.63,7.0,0,arts,Sports,2,112096,10024,Canada,0,1,0,0,0,0
S436,3.55,6.5,1,medicine,STEM,2,97764,18678,United Kingdom,1,0,0,0,0,1
S437,2.61,8.0,0,engineering,Professional,5,90744,40256,Canada,0,0,0,0,1,0
S438,3.73,6.0,0,medicine,Arts,2,33482,22411,Canada,0,0,0,0,0,1
S439,3.56,8.0,0,computer science,Leadership,0,14171,45803,Germany,1,0,0,1,0,0
S440,2.62,8.0,0,engineering,Arts,0,105755,21296,United Kingdom,0,0,0,0,1,0
S441,2.63,6.0,1,engineering,Arts,5,113125,28293,Australia,0,0,0,0,1,0
S442,3.98,8.0,1,arts,Professional,4,135722,29172,Canada,1,1,0,0,0,0
S443,3.06,6.5,0,business,Arts,1,111082,23128,Germany,0,0,1,0,0,0
S444,3.06,7.0,1,engineering,Arts,3,8696,20257,United Kingdom,0,0,0,0,1,0
S445,3.72,6.0,1,business,Sports,3,131310,14855,United Kingdom,1,0,1,0,0,0
S446,3.92,7.5,1,medicine,Professional,5,24149,21642,United States,1,0,0,0,0,1
S447,3.98,8.0,1,computer science,STEM,0,135064,37585,United States,1,0,0,1,0,0
S448,3.63,6.0,1,arts,Leadership,3,58521,59788,Canada,1,1,0,0,0,0
S449,3.06,5.5,0,business,Arts,0,50740,22025,United States,0,0,1,0,0,0
S450,2.63,5.5,0,engineering,Leadership,4,111611,6458,Canada,0,0,0,0,1,0
S451,3.67,7.0,0,business,STEM,1,141028,7307,Australia,0,0,1,0,0,0
S452,3.34,6.5,0,engineering,Leadership,4,71641,43701,Canada,1,0,0,0,1,0
S453,3.14,7.0,0,business,STEM,5,68811,20425,United States,0,0,1,0,0,0
S454,3.86,7.0,0,engineering,Sports,2,68232,51831,Australia,1,0,0,0,1,0
S455,2.67,7.0,0,medicine,Arts,2,20417,45427,United States,0,0,0,0,0,1
S456,3.24,7.0,1,engineering,STEM,2,117492,30273,Canada,1,0,0,0,1,0
S457,2.52,7.5,1,engineering,Leadership,4,35099,40506,Germany,0,0,0,0,1,0
S458,3.2,7.5,0,computer science,Arts,3,148674,7668,United Kingdom,0,0,0,1,0,0
S459,2.58,6.0,0,engineering,Sports,1,123474,27934,United States,0,0,0,0,1,0
S460,2.68,5.5,1,computer science,Arts,2,14256,49195,Canada,0,0,0,1,0,0
S461,2.68,7.0,0,arts,STEM,5,39681,9697,Australia,0,1,0,0,0,0
S462,3.47,6.0,1,computer science,Sports,5,96328,26417,United States,1,0,0,1,0,0
S463,3.62,5.5,0,medicine,Leadership,2,48361,18446,United States,0,0,0,0,0,1
S464,3.38,8.0,0,computer science,Sports,2,39540,42597,United Kingdom,1,0,0,1,0,0
S465,3.94,6.5,1,arts,Sports,1,89700,12751,Canada,1,1,0,0,0,0
S466,3.06,7.5,0,medicine,Professional,2,83532,48218,Germany,1,0,0,0,0,1
S467,2.93,8.0,0,business,Sports,1,132626,9352,Australia,0,0,1,0,0,0
S468,3.8,5.5,1,business,Sports,5,138943,15516,Canada,0,0,1,0,0,0
S469,2.84,8.0,0,computer science,Arts,2,51002,25299,Australia,0,0,0,1,0,0
S470,3.94,6.5,0,computer science,Leadership,4,54812,33957,United States,1,0,0,1,0,0
S471,2.52,5.5,1,arts,Arts,4,113946,30927,United Kingdom,0,1,0,0,0,0
S472,3.95,8.0,0,arts,Arts,5,71668,43094,United Kingdom,1,1,0,0,0,0
S473,2.56,7.5,1,engineering,STEM,1,104003,38412,Germany,0,0,0,0,1,0
S474,3.84,7.5,0,arts,Arts,4,47998,56122,United Kingdom,1,1,0,0,0,0
S475,3.29,6.0,0,engineering,Professional,1,109601,31493,United States,1,0,0,0,1,0
S476,3.99,8.0,0,medicine,Professional,4,12812,28711,Germany,1,0,0,0,0,1
S477,2.61,7.0,0,computer science,STEM,4,66844,10003,Canada,0,0,0,1,0,0
S478,3.33,8.0,1,medicine,Leadership,1,138251,33707,United Kingdom,1,0,0,0,0,1
S479,3.95,5.5,1,arts,Leadership,3,79601,5278,Germany,0,1,0,0,0,0
S480,3.28,5.5,0,medicine,Arts,4,144347,9296,United States,0,0,0,0,0,1
S481,3.44,8.0,1,medicine,Arts,2,52857,27398,Australia,1,0,0,0,0,1
S482,3.54,6.5,0,medicine,Arts,5,130555,37842,Australia,1,0,0,0,0,1
S483,3.18,7.5,0,arts,Leadership,3,25700,15261,United States,0,1,0,0,0,0
S484,3.44,5.5,0,medicine,Sports,1,98330,13173,United States,0,0,0,0,0,1
S485,3.38,7.5,0,engineering,Professional,3,149941,32449,Australia,1,0,0,0,1,0
S486,3.85,5.5,0,arts,Sports,0,68353,43080,Germany,0,1,0,0,0,0
S487,2.57,6.0,1,medicine,Sports,0,105772,58704,Australia,0,0,0,0,0,1
S488,2.92,7.0,0,arts,Leadership,4,96502,3637,United States,0,1,0,0,0,0
S489,3.93,5.5,0,business,Sports,4,118943,33781,United Kingdom,0,0,1,0,0,0
S490,3.84,7.5,0,engineering,STEM,2,114850,15652,Canada,1,0,0,0,1,0
S491,3.18,6.0,0,medicine,Arts,5,50095,7103,United Kingdom,0,0,0,0,0,1
S492,3.43,5.5,1,business,STEM,3,20523,27500,United Kingdom,0,0,1,0,0,0
S493,2.92,6.5,0,business,Professional,0,67433,51796,United States,0,0,1,0,0,0
S494,2.78,7.0,0,arts,Arts,4,24991,36800,Australia,0,1,0,0,0,0
S495,3.2,5.5,0,business,Sports,5,15775,37529,Germany,0,0,1,0,0,0
S496,3.03,6.0,0,engineering,Professional,3,89995,49963,United Kingdom,1,0,0,0,1,0
S497,3.38,6.5,0,engineering,Arts,4,127808,20452,Australia,0,0,0,0,1,0
S498,2.62,8.0,0,computer science,Sports,4,142686,51393,Germany,0,0,0,1,0,0
S499,3.96,6.0,1,engineering,STEM,0,12415,33174,United Kingdom,1,0,0,0,1,0
S500,3.98,6.0,1,business,Arts,0,42044,37436,Germany,1,0,1,0,0,0
